team_number,score,autoLine,autoReef_tba_botRowCount,autoReef_tba_midRowCount,autoReef_tba_topRowCount,autoReef_trough,foulCount,netAlgaeCount,techFoulCount,teleopReef_tba_botRowCount,teleopReef_tba_midRowCount,teleopReef_tba_topRowCount,teleopReef_trough,wallAlgaeCount,endGame,possition,games,quality
frc8303,70.5,0.8333333333333334,0.0,0.041666666666666664,1.0,0.125,0.20833333333333334,0.875,0.5416666666666666,0.7083333333333334,2.5416666666666665,6.666666666666667,1.875,0.16666666666666666,Parked,1,"['2025waahs_qm5', '2025waahs_qm64', '2025wabon_qm37', '2025waahs_qm11', '2025waahs_qm59', '2025wabon_qm11', '2025wabon_qm3', '2025wabon_qm43', '2025waahs_qm19', '2025waahs_qm30', '2025wabon_qm27', '2025wabon_qm50', '2025waahs_qm15', '2025waahs_qm47', '2025wabon_qm19', '2025wabon_qm63', '2025wabon_qm66', '2025waahs_qm41', '2025waahs_qm54', '2025wabon_qm34', '2025waahs_qm34', '2025waahs_qm68', '2025wabon_qm16', '2025wabon_qm54']",-36.95420070201139
frc8304,83.53333333333333,0.9666666666666667,0.0,0.0,0.5,0.8333333333333334,0.3,1.5666666666666667,0.2,0.5666666666666667,1.0333333333333334,4.033333333333333,2.2,4.133333333333334,Parked,1,"['2025ncgre_qm12', '2025ncgre_qm27', '2025ncpem_qm31', '2025ncpem_qm45', '2025ncpem_qm51', '2025ncgre_qm33', '2025ncpem_qm18', '2025ncpem_qm62', '2025ncgre_qm16', '2025ncgre_qm4', '2025ncgre_qm7', '2025ncgre_sf3m1', '2025ncgre_sf6m1', '2025ncpem_qm23', '2025ncpem_qm34', '2025ncgre_qm42', '2025ncgre_qm53', '2025ncpem_qm10', '2025ncpem_sf4m1', '2025ncpem_sf6m1', '2025ncpem_sf9m1', '2025ncgre_qm36', '2025ncgre_qm45', '2025ncgre_qm57', '2025ncpem_qm38', '2025ncpem_qm5', '2025ncgre_qm21', '2025ncgre_sf9m1', '2025ncpem_qm13', '2025ncpem_qm54']",3.3822463656366466
frc8308,52.6,0.95,0.05,0.0,0.1,0.7,0.2,0.5,0.15,0.7,2.6,2.15,1.45,0.15,Parked,1,"['2025tuhc_sf2m1', '2025tuhc_sf9m1', '2025tuhc_qm63', '2025tuhc_qm70', '2025tuis_qm23', '2025tuis_qm41', '2025tuhc_qm26', '2025tuhc_qm37', '2025tuis_qm36', '2025tuis_qm49', '2025tuhc_qm4', '2025tuhc_qm50', '2025tuhc_qm55', '2025tuhc_sf7m1', '2025tuis_qm13', '2025tuis_qm31', '2025tuis_qm59', '2025tuhc_qm11', '2025tuhc_qm20', '2025tuis_qm5']",-12.216924964310259
frc832,69.56521739130434,0.8913043478260869,0.043478260869565216,0.043478260869565216,0.717391304347826,0.2391304347826087,0.21739130434782608,1.3478260869565217,0.2608695652173913,1.5869565217391304,1.934782608695652,4.6521739130434785,2.717391304347826,0.3695652173913043,Parked,2,"['2025gacmp_qm23', '2025gacmp_qm35', '2025gacmp_qm52', '2025gagai_qm10', '2025gagai_qm13', '2025gagwi_qm2', '2025gagwi_qm56', '2025gacmp_qm2', '2025gacmp_qm28', '2025gacmp_qm78', '2025gagai_qm22', '2025gagai_qm34', '2025gagai_sf10m1', '2025gagai_sf12m1', '2025gagai_sf8m1', '2025gagwi_qm32', '2025gagwi_sf5m1', '2025gacmp_qm45', '2025gagai_qm39', '2025gagai_qm61', '2025gagai_sf3m1', '2025gagwi_qm21', '2025gagwi_qm36', '2025gagwi_qm42', '2025gagwi_qm62', '2025gacmp_qm71', '2025gagai_qm1', '2025gagai_qm17', '2025gagwi_qm24', '2025gagwi_qm66', '2025gacmp_qm85', '2025gagai_f1m1', '2025gagai_f1m2', '2025gagai_qm52', '2025gagai_qm58', '2025gagai_sf13m1', '2025gagwi_qm15', '2025gagwi_qm49', '2025gagwi_qm8', '2025gagwi_sf10m1', '2025gagwi_sf1m1', '2025gacmp_qm10', '2025gacmp_qm60', '2025gacmp_qm65', '2025gagai_qm31', '2025gagai_qm43']",-22.30935209619325
frc8324,80.94444444444444,0.8333333333333334,0.0,0.05555555555555555,0.8888888888888888,0.16666666666666666,0.05555555555555555,1.5555555555555556,0.6388888888888888,1.0555555555555556,1.9722222222222223,7.472222222222222,1.1388888888888888,0.6388888888888888,Parked,3,"['2025flor_qm32', '2025flor_qm72', '2025flta_qm6', '2025flor_qm17', '2025flta_qm42', '2025laman_qm1', '2025laman_sf12m1', '2025laman_sf2m1', '2025flor_qm43', '2025flor_sf5m1', '2025flta_qm11', '2025flta_qm16', '2025flta_qm47', '2025laman_qm7', '2025laman_qm9', '2025flor_qm38', '2025flor_qm55', '2025flta_qm22', '2025laman_qm22', '2025laman_qm26', '2025flor_qm1', '2025flor_qm22', '2025flta_qm30', '2025flta_qm52', '2025laman_qm16', '2025laman_sf10m1', '2025laman_sf13m1', '2025laman_sf5m1', '2025flor_qm61', '2025flor_qm80', '2025flor_sf1m1', '2025flta_qm57', '2025flta_sf10m1', '2025flta_sf2m1', '2025flta_sf5m1', '2025laman_qm12']",-9.33821219227903
frc8326,64.15151515151516,1.0,0.09090909090909091,0.0,0.7878787878787878,0.45454545454545453,0.3333333333333333,0.9393939393939394,0.6666666666666666,1.3333333333333333,2.606060606060606,3.4545454545454546,0.7575757575757576,0.6363636363636364,Parked,2,"['2025mdbet_qm10', '2025mdbet_qm37', '2025mdbet_qm40', '2025mdbet_qm56', '2025mdpas_qm71', '2025mdbet_qm5', '2025mdbet_sf12m1', '2025mdbet_sf5m1', '2025mdpas_qm2', '2025mdpas_qm22', '2025mdpas_qm51', '2025mdpas_sf1m1', '2025mdpas_sf7m1', '2025mdpas_sf9m1', '2025mdbet_qm13', '2025mdbet_qm34', '2025mdpas_qm31', '2025mdpas_qm44', '2025mdpas_qm39', '2025mdpas_qm61', '2025mdpas_qm8', '2025mdbet_qm19', '2025mdbet_qm44', '2025mdbet_qm50', '2025mdbet_sf10m1', '2025mdbet_sf1m1', '2025mdpas_f1m2', '2025mdpas_qm26', '2025mdpas_sf12m1', '2025mdbet_qm25', '2025mdbet_qm28', '2025mdpas_qm15', '2025mdpas_qm65']",-23.583580099127374
frc8334,102.66666666666667,1.0,0.0,0.0,1.1111111111111112,0.2222222222222222,0.1111111111111111,3.4444444444444446,0.7777777777777778,2.888888888888889,3.3333333333333335,6.777777777777778,2.111111111111111,1.2222222222222223,Nothing,1,"['2025code_qm12', '2025code_qm64', '2025code_qm4', '2025code_qm54', '2025code_qm32', '2025code_qm20', '2025code_qm39', '2025code_qm44', '2025code_qm73']",-4.136986976509576
frc8338,72.3157894736842,0.8947368421052632,0.05263157894736842,0.05263157894736842,0.7368421052631579,0.15789473684210525,0.15789473684210525,1.263157894736842,1.0526315789473684,0.9473684210526315,2.1052631578947367,5.631578947368421,1.1578947368421053,0.5263157894736842,Parked,3,"['2025bcvi_qm55', '2025idbo_qm14', '2025idbo_qm38', '2025idbo_qm64', '2025bcvi_qm13', '2025bcvi_qm5', '2025idbo_qm54', '2025bcvi_qm20', '2025bcvi_qm35', '2025idbo_qm72', '2025bcvi_qm25', '2025bcvi_qm46', '2025bcvi_qm75', '2025idbo_qm33', '2025idbo_qm5', '2025bcvi_qm64', '2025bcvi_qm70', '2025idbo_qm24', '2025idbo_qm48']",-20.978906573505697
frc8339,95.58823529411765,1.0,0.0,0.058823529411764705,1.8823529411764706,0.11764705882352941,0.23529411764705882,0.8235294117647058,1.2352941176470589,1.8235294117647058,5.294117647058823,6.529411764705882,1.1176470588235294,0.4117647058823529,Parked,3,"['2025bcvi_qm36', '2025bcvi_qm70', '2025bcvi_qm24', '2025bcvi_qm63', '2025bcvi_qm31', '2025bcvi_sf11m1', '2025bcvi_sf13m1', '2025bcvi_sf1m1', '2025bcvi_sf7m1', '2025bcvi_qm14', '2025bcvi_qm43', '2025bcvi_qm76', '2025bcvi_f1m1', '2025bcvi_f1m2', '2025bcvi_f1m3', '2025bcvi_qm3', '2025bcvi_qm56']",-27.70511142287424
frc834,135.78333333333333,1.0,0.31666666666666665,0.016666666666666666,2.7,0.2,0.23333333333333334,2.2333333333333334,0.2833333333333333,3.4833333333333334,5.666666666666667,10.15,2.0,0.4666666666666667,DeepCage,3,"['2025gal_qm36', '2025mrcmp_qm84', '2025njrob_qm16', '2025njrob_qm56', '2025njwas_qm44', '2025njwas_qm51', '2025gal_qm76', '2025mrcmp_qm1', '2025mrcmp_qm40', '2025mrcmp_qm54', '2025njrob_qm22', '2025njrob_qm5', '2025njwas_qm21', '2025gal_qm120', '2025gal_qm15', '2025gal_qm52', '2025mrcmp_qm61', '2025njrob_qm13', '2025njrob_qm26', '2025njrob_sf10m1', '2025njrob_sf12m1', '2025njrob_sf4m1', '2025njwas_qm32', '2025njwas_qm36', '2025njwas_qm57', '2025njwas_sf13m1', '2025njwas_sf3m1', '2025njwas_sf8m1', '2025gal_qm44', '2025gal_qm88', '2025mrcmp_qm109', '2025mrcmp_qm47', '2025mrcmp_qm96', '2025mrcmp_sf4m1', '2025mrcmp_sf6m1', '2025njrob_qm33', '2025njrob_qm51', '2025njwas_qm39', '2025njwas_qm63', '2025gal_qm110', '2025gal_qm63', '2025mrcmp_qm120', '2025njrob_qm29', '2025njrob_qm9', '2025njwas_qm13', '2025njwas_qm4', '2025njwas_qm9', '2025gal_qm5', '2025mrcmp_qm12', '2025mrcmp_qm23', '2025mrcmp_qm73', '2025njrob_qm39', '2025njrob_qm45', '2025njrob_sf13m1', '2025njrob_sf8m1', '2025njwas_f1m1', '2025njwas_f1m2', '2025njwas_f1m3', '2025njwas_qm26', '2025njwas_sf11m1']",31.18686499941475
frc8349,93.48780487804878,1.0,0.07317073170731707,0.0,1.048780487804878,0.2682926829268293,0.36585365853658536,1.4390243902439024,0.4878048780487805,1.5609756097560976,4.0,5.097560975609756,1.3902439024390243,2.4390243902439024,Parked,2,"['2025oncmp1_qm59', '2025oncmp1_qm72', '2025onnew_qm13', '2025onosh_qm15', '2025onosh_qm23', '2025oncmp1_qm13', '2025oncmp1_qm43', '2025oncmp1_qm77', '2025onnew_qm27', '2025onnew_qm35', '2025onosh_qm19', '2025onosh_sf5m1', '2025oncmp1_qm21', '2025oncmp1_qm84', '2025onnew_qm53', '2025onnew_qm58', '2025onnew_sf6m1', '2025onosh_qm28', '2025onosh_qm32', '2025onosh_qm42', '2025oncmp1_qm64', '2025oncmp1_qm95', '2025onnew_qm31', '2025onnew_qm4', '2025onnew_qm40', '2025onosh_qm59', '2025onosh_qm6', '2025oncmp1_qm36', '2025onnew_qm16', '2025onnew_qm7', '2025onosh_qm2', '2025onosh_qm38', '2025onosh_qm56', '2025onosh_sf10m1', '2025onosh_sf1m1', '2025oncmp1_qm31', '2025oncmp1_qm7', '2025onnew_qm21', '2025onnew_qm48', '2025onnew_sf3m1', '2025onosh_qm48']",-18.55464123205286
frc8352,93.6046511627907,0.9767441860465116,0.4418604651162791,0.0,0.7674418604651163,0.4883720930232558,0.16279069767441862,2.0,0.09302325581395349,3.0697674418604652,5.558139534883721,4.209302325581396,2.7906976744186047,0.7674418604651163,Nothing,3,"['2025micmp2_qm23', '2025micmp2_qm38', '2025micmp2_qm49', '2025midet_qm28', '2025midet_qm39', '2025midet_qm5', '2025midtr_qm65', '2025micmp2_qm5', '2025micmp2_qm68', '2025micmp2_qm9', '2025midet_qm46', '2025midtr_qm30', '2025midtr_qm59', '2025midtr_qm72', '2025midet_qm20', '2025midet_qm57', '2025midet_qm70', '2025midtr_f1m1', '2025midtr_f1m2', '2025midtr_qm41', '2025midtr_qm49', '2025midtr_sf11m1', '2025midtr_sf2m1', '2025micmp2_qm32', '2025midet_qm51', '2025midtr_qm3', '2025midtr_qm37', '2025midtr_qm76', '2025micmp2_qm56', '2025midet_qm61', '2025midet_qm78', '2025midet_qm9', '2025midtr_qm15', '2025micmp2_qm16', '2025micmp2_qm45', '2025micmp2_qm61', '2025micmp2_qm74', '2025midet_qm14', '2025midet_sf2m1', '2025midet_sf5m1', '2025midtr_qm10', '2025midtr_qm25', '2025midtr_sf7m1']",-0.8898168452855231
